601233	0	0	0,
600106	0	0	0,
002319	0	0	0,
601012	0	0	0,
601003	0	0	0,
600401	-0.014680800772819746	0	1,
600894	0	0	0,
600853	0	0	0,
600730	0	0	0,
002179	0	0	0,
002107	0	0	0,
601566	0	0	0,
002617	0	0	0,
002087	0	0	0,
002673	0	0	0,
002672	0	0	0,
600389	0	0	0,
002484	0	0	0,
603569	0	0	0,
600505	0	0	0,
002798	0	0	0,
002147	0	0	0,
600654	0.0054472565711771725	1	0,
600990	0	0	0,
600571	-0.009207573632538435	0	1,
002202	0	0	0,
600827	0	0	0,
601928	0	0	0,
603288	0	0	0,
002391	0	0	0,
600108	0	0	0,
600778	0	0	0,
600281	0.08009419551934838	1	0,
002725	0	0	0,
600662	0	0	0,
603996	0	0	0,
002365	0	0	0,
600835	0	0	0,
002060	0	0	0,
600059	0.046442012417835965	2	1,
600761	0	0	0,
002519	-0.05946092208335818	0	1,
002482	0	0	0,
600233	0.011633164787100303	1	1,
000981	0	0	0,
002413	0	0	0,
603658	0	0	0,
002003	0	0	0,
000598	0	0	0,
600593	0	0	0,
002215	0	0	0,
600616	0	0	0,
600055	0	0	0,
600477	0	0	0,
603338	0	0	0,
002187	0	0	0,
600893	0	0	0,
000707	0	0	0,
000736	0	0	0,
002702	0	0	0,
002504	0	0	0,
600236	0	0	0,
002234	0.012599067599067704	1	0,
600094	0.09169713336103058	1	0,
600794	0	0	0,
000876	-0.023227455515546502	0	1,
601001	-0.02112998756194351	0	1,
002328	0	0	0,
002537	0	0	0,
600203	0.0020700769390726848	1	0,
000921	0	0	0,
002692	0	0	0,
002449	0	0	0,
000070	0	0	0,
002197	0	0	0,
600216	0	0	0,
600356	0	0	0,
603117	0	0	0,
002397	0	0	0,
002633	0	0	0,
600085	0	0	0,
600705	0	0	0,
002715	0	0	0,
000400	0	0	0,
002204	0	0	0,
600237	0	0	0,
600317	0	0	0,
000795	0	0	0,
002561	0	0	0,
600348	0	0	0,
002152	0	0	0,
603028	0	0	0,
600050	0	0	0,
600469	0	0	0,
000004	0	0	0,
000061	0	0	0,
002401	0	0	0,
600289	0	0	0,
600397	0.028316929133858304	1	0,
000656	0.027834731849690098	1	0,
600183	0	0	0,
002231	0	0	0,
000823	0	0	0,
002610	0	0	0,
002582	0	0	0,
603019	0.0055017502917154015	1	0,
603958	0	0	0,
600126	0.03231178033658111	1	0,
002658	0	0	0,
000961	0	0	0,
600577	0	0	0,
002601	0	0	0,
601788	0	0	0,
600652	0.02936988987058886	1	1,
002248	0	0	0,
002133	0.006688562596599779	1	0,
002747	0	0	0,
002675	0	0	0,
601595	0	0	0,
600876	0	0	0,
000825	0.053099889421304836	1	0,
600976	0.04787108556373876	1	0,
600483	0	0	0,
600707	0	0	0,
000521	0	0	0,
002410	0	0	0,
002118	-0.05018227617120852	0	1,
601518	0	0	0,
601126	0	0	0,
600623	0.13152440591055425	1	0,
600169	0	0	0,
002420	0	0	0,
600809	0	0	0,
002414	0	0	0,
600054	0	0	0,
002213	-0.007754820936638929	0	1,
002461	0	0	0,
601985	0	0	0,
601901	0	0	0,
600887	0	0	0,
000524	0	0	0,
601599	0	0	0,
000999	0	0	0,
002426	0	0	0,
002404	-0.016171293161814426	0	1,
601139	0	0	0,
600135	-0.03462287797652941	0	1,
600499	0.0061657240326782325	1	0,
000719	0	0	0,
000301	0	0	0,
600266	0.009384016503468873	1	0,
000797	0.02902089472274305	1	0,
002153	0	0	0,
002523	0	0	0,
002594	0	0	0,
002683	0	0	0,
600810	0	0	0,
603969	0	0	0,
600393	0	0	0,
600223	0	0	0,
002150	0	0	0,
002233	0	0	0,
002105	0.07220534272713941	1	0,
002230	0	0	0,
002296	0	0	0,
002531	0	0	0,
603838	0	0	0,
600807	0	0	0,
002599	0	0	0,
000566	0	0	0,
000969	-0.0024883720930231057	0	1,
000800	0	0	0,
600133	0.027798910195955262	1	0,
600312	-0.00019598543496202048	0	1,
601999	0	0	0,
600959	0	0	0,
002161	0	0	0,
002298	0	0	0,
600168	0	0	0,
600226	-0.014723462902145323	0	2,
600467	0.08691799825309587	1	0,
600665	0.002961783439490606	1	0,
600525	0	0	0,
002457	0	0	0,
600080	0.08724692885053287	1	0,
603023	0	0	0,
002427	0	0	0,
002473	0	0	0,
002002	-0.029477630080904538	1	1,
002053	0	0	0,
000703	0	0	0,
600803	0	0	0,
600834	-0.051559836793787395	0	1,
600649	0	0	0,
600818	0	0	0,
002766	0	0	0,
600279	-0.025294345468628854	0	1,
000529	-0.018094919018263766	0	1,
000737	0	0	0,
603789	0	0	0,
601137	0	0	0,
600666	0.03807505861896354	1	0,
002421	0	0	0,
002208	0	0	0,
600978	0	0	0,
600435	-0.015140510284279207	0	1,
600698	-0.07021484715624948	0	2,
600039	0	0	0,
000920	0.03892171276302503	1	0,
600218	0	0	0,
600118	0	0	0,
002086	0	0	0,
600362	0	0	0,
002050	0.010371313286579031	1	0,
600439	0	0	0,
002385	0	0	0,
600016	0	0	0,
000935	0	0	0,
002384	0	0	0,
603025	0	0	0,
600595	0	0	0,
002252	0	0	0,
002597	0	0	0,
002076	0	0	0,
002613	0	0	0,
000993	0	0	0,
002014	0	0	0,
600637	0.005807882789929941	1	0,
601872	0	0	0,
002119	0	0	0,
002191	0	0	0,
600754	0	0	0,
000544	0	0	0,
000545	0	0	0,
000930	0.031898933979960686	1	0,
002366	0	0	0,
002367	0	0	0,
601997	0	0	0,
601519	0	0	0,
600590	0	0	0,
000554	0	0	0,
600816	0	0	0,
000610	-0.045167211922937045	0	1,
600261	0	0	0,
600146	0.060084022405975324	1	0,
600805	0	0	0,
600750	0.013984406701061047	1	0,
600073	0.007101079908690688	1	1,
600578	-0.09228752379077232	0	1,
002741	0	0	0,
002318	0	0	0,
600741	0.006136986815911127	1	0,
002104	-0.02578728383825246	0	1,
603520	0	0	0,
002697	0	0	0,
600869	0.012241379310344858	1	0,
600789	0.001060321016631005	2	1,
600172	0	0	0,
600165	0	0	0,
002511	0	0	0,
600081	0.04179158379566639	1	0,
000089	0	0	0,
002468	0	0	0,
600089	0	0	0,
603311	0	0	0,
002602	0	0	0,
002627	0	0	0,
000667	0	0	0,
002387	0	0	0,
600984	0	0	0,
000988	0	0	0,
002398	0	0	0,
600985	0	0	0,
000716	0.0355050631328917	1	0,
600861	0	0	0,
002796	0	0	0,
601789	0	0	0,
002412	0	0	0,
603002	-0.013310897811073086	0	1,
601069	0	0	0,
000936	0	0	0,
002075	0.0011640880231771344	1	0,
000586	0.0700992164444898	1	0,
002226	0	0	0,
600657	0	0	0,
000157	0	0	0,
000626	0.04929517003213579	1	0,
600661	-0.07608971462889913	1	1,
002182	0	0	0,
002144	0	0	0,
000636	0.01227537139049173	1	1,
002334	0	0	0,
600379	0	0	0,
600765	0	0	0,
600207	0.025997796917413996	1	1,
002563	0	0	0,
600690	0.0026191760501652617	1	0,
