603000	0	0	0,
002474	0	0	0,
002646	0	0	0,
600748	0	0	0,
000718	0	0	0,
600143	0	0	0,
000555	0	0	0,
600141	0	0	0,
600643	0.05850738345719542	1	0,
000922	-0.025800903175570933	1	1,
000967	0	0	0,
000661	0.020382175468318442	2	0,
601818	0	0	0,
603766	-0.007417544465549986	0	1,
002271	0	0	0,
000520	0	0	0,
000788	-0.029153624637478726	0	2,
000576	-0.04696663120963329	0	1,
002813	0	0	0,
600521	0	0	0,
600008	0.03275048480930853	1	0,
600567	0	0	0,
002371	0	0	0,
000919	0	0	0,
600429	-0.029970083765456512	0	1,
601727	0	0	0,
002155	0	0	0,
600035	0	0	0,
002634	0	0	0,
600847	0	0	0,
600438	0	0	0,
000159	0	0	0,
603788	0	0	0,
600758	-0.01727206946454407	0	1,
002311	0	0	0,
601989	0	0	0,
002460	0	0	0,
000796	0	0	0,
002689	0	0	0,
600100	0	0	0,
002792	0	0	0,
600071	0	0	0,
002565	0	0	0,
000918	0	0	0,
000333	0	0	0,
002051	0	0	0,
603808	0	0	0,
600551	0	0	0,
000910	0	0	0,
000721	0	0	0,
600723	0	0	0,
000713	0.011986285848910594	1	1,
601898	0	0	0,
603169	0	0	0,
601965	0	0	0,
600287	0	0	0,
600673	0.10717932752179338	1	0,
600854	0	0	0,
002803	0	0	0,
002335	0	0	0,
600199	0	0	0,
600180	0	0	0,
600653	0	0	0,
000669	0	0	0,
002550	0	0	0,
600138	0.01219439397871791	1	0,
600747	0	0	0,
002775	0	0	0,
601718	-0.003021571255344968	0	1,
600622	0.02051458019737762	1	0,
002207	0	0	0,
600630	0.009350387884164313	1	1,
000638	0	0	0,
002162	0	0	0,
603369	0	0	0,
600517	0	0	0,
600292	-0.005964740298135984	0	1,
000430	0	0	0,
603608	0	0	0,
600396	0	0	0,
002711	0.05246762699206342	1	0,
002663	0.06444456332868254	1	0,
002232	0	0	0,
600973	0	0	0,
002407	-0.013450952939544014	0	1,
002635	0	0	0,
000534	0	0	0,
002671	0	0	0,
000601	0	0	0,
000590	-0.057774072039551094	0	1,
600618	0	0	0,
603600	0	0	0,
002036	-0.024075112572170432	0	1,
000750	-0.07599158807035433	0	1,
600572	0	0	0,
600604	0	0	0,
600784	-0.03051020408163252	0	1,
002121	0	0	0,
600569	0	0	0,
002148	0	0	0,
600695	0	0	0,
600677	0	0	0,
000959	0	0	0,
600395	0.021241391808626497	1	0,
600007	0	0	0,
600240	0	0	0,
600785	0	0	0,
601939	0	0	0,
002176	0	0	0,
000792	0.0022692086000053457	1	0,
600327	0	0	0,
002623	0	0	0,
600874	0	0	0,
600086	-0.00915962563369288	0	1,
000890	-0.02139004149377599	0	1,
002487	0	0	0,
600444	0	0	0,
002268	0	0	0,
002698	0.038749836997626685	1	0,
002439	0	0	0,
600620	0.031078353943434944	1	1,
000688	0.04369617046639851	1	0,
002688	0	0	0,
002070	0	0	0,
002321	0	0	0,
601929	0	0	0,
600781	0	0	0,
002160	0	0	0,
603518	0	0	0,
600479	0	0	0,
002447	0	0	0,
002782	0	0	0,
600563	0	0	0,
600022	0.05500560800074772	1	0,
600579	0	0	0,
002322	0	0	0,
600958	0	0	0,
002259	0	0	0,
600082	0	0	0,
002015	-0.02892239003417485	0	1,
002479	0	0	0,
002514	0	0	0,
600109	0	0	0,
600333	0	0	0,
000695	0.04815530467506157	1	0,
603315	0.0992029345933847	1	0,
000591	0	0	0,
000899	0	0	0,
601005	0	0	0,
002527	0	0	0,
002512	0	0	0,
600267	0	0	0,
000540	0	0	0,
002310	0	0	0,
600552	0	0	0,
600511	0	0	0,
600740	0.0295288315743647	1	0,
002581	0	0	0,
601886	0	0	0,
002205	0	0	0,
002649	0	0	0,
002434	0	0	0,
002325	0	0	0,
600796	0.03593816631130076	1	0,
603986	0	0	0,
002573	0	0	0,
002185	0	0	0,
603528	0	0	0,
002731	0	0	0,
601198	0	0	0,
002748	0	0	0,
601877	0	0	0,
002009	0	0	0,
002564	0	0	0,
000819	0	0	0,
002352	0	0	0,
600489	0	0	0,
002302	0	0	0,
002666	0	0	0,
002769	-0.025353982300884814	0	1,
601231	-0.021471585191462195	0	1,
002740	0	0	0,
600093	0	0	0,
600610	0	0	0,
002779	0	0	0,
000681	0.047371047944563704	2	1,
000911	0	0	0,
603703	0	0	0,
600558	-0.013699289522067004	0	2,
600282	0	0	0,
000630	0.003582173128838795	1	0,
000977	0	0	0,
600629	0	0	0,
002603	0	0	0,
000151	-0.05850707757949658	0	1,
002184	0	0	0,
600650	0.028736529579942882	1	0,
601919	0	0	0,
600808	-0.014568106312292328	0	1,
600104	0	0	0,
002227	0	0	0,
002787	0	0	0,
600668	0	0	0,
000628	0	0	0,
603555	0	0	0,
600320	0	0	0,
002305	0	0	0,
000048	-0.09339904042004255	0	1,
600077	-0.0002877101586549191	0	1,
000937	0	0	0,
603026	0	0	0,
002587	0	0	0,
000812	0	0	0,
002780	0	0	0,
600726	0	0	0,
002678	0	0	0,
002560	-0.0513941396876183	0	1,
600219	-0.06443358057990567	0	1,
000153	0	0	0,
000798	0	0	0,
600345	0	0	0,
002498	0	0	0,
000957	0	0	0,
600105	0.058518999273931005	2	0,
002251	0	0	0,
000066	0	0	0,
600596	0	0	0,
600966	0	0	0,
600523	0	0	0,
000833	0	0	0,
603456	0	0	0,
000049	0	0	0,
002706	0	0	0,
000880	0	0	0,
000971	0	0	0,
600410	0.026746031746031962	1	0,
600983	0	0	0,
600208	0.21964204784229935	2	0,
600167	0	0	0,
600936	0	0	0,
000685	0	0	0,
603158	0	0	0,
600066	-0.05248885336922682	0	1,
603099	0	0	0,
600269	0	0	0,
